0,8.95,10
0,8.94,10
0,8.95,10
0,8.94,10
0,8.95,10
1,10.05,10
1,10.05,10
1,10.05,10
1,10.04,10
1,10.04,10
1,10.05,10
1,10.04,10
1,10.04,10
1,10.04,10
1,10.04,10
1,10.04,10
1,10.04,10
1,10.04,10
1,10.04,10
2,9.90,10
2,9.88,10
2,9.86,10
2,9.86,10
2,9.86,10
2,9.85,10
2,9.86,10
2,9.85,10
2,9.85,10
2,9.85,10
2,9.85,10
2,9.85,10
2,9.85,10
2,9.85,10
2,9.84,10
3,10.29,10
3,10.23,10
3,10.20,10
3,10.15,10
3,10.16,10
3,10.15,10
3,10.15,10
3,10.15,10
3,10.14,10
3,10.14,10
3,10.14,10
3,10.13,10
3,10.13,10
3,10.14,10
3,10.13,10
3,10.14,10
3,10.14,10
4,57.81,100
4,57.77,100
4,57.75,100
4,57.78,100
4,57.77,100
4,57.74,100
4,57.72,100
4,57.73,100
4,57.76,100
4,57.76,100
4,57.75,100
4,57.71,100
4,57.74,100
4,57.73,100
4,57.74,100
4,57.71,100
5,89.29,100
5,89.32,100
5,89.36,100
5,89.32,100
5,89.33,100
5,89.29,100
5,89.31,100
5,89.27,100
5,89.27,100
5,89.23,100
5,89.21,100
5,89.29,100
5,89.27,100
5,89.26,100
5,89.29,100
5,89.30,100
5,89.24,100
5,89.29,100
5,89.25,100
5,89.23,100
5,89.21,100
5,89.26,100
6,89.10,100
6,89.07,100
6,89.09,100
6,89.05,100
6,89.10,100
6,89.07,100
6,89.07,100
6,89.07,100
6,89.07,100
6,89.03,100
6,89.03,100
6,89.02,100
6,89.01,100
6,89.01,100
6,89.01,100
6,89.01,100
6,89.06,100
6,89.07,100
6,89.02,100
6,88.95,100
6,88.99,100
6,88.98,100
6,89.00,100
6,88.89,100
6,88.94,100
6,88.95,100
6,88.93,100
6,88.89,100
6,88.90,100
6,88.89,100
6,88.93,100
6,88.95,100
6,88.93,100
6,88.89,100
7,964.87,1000
7,964.80,1000
7,964.73,1000
7,965.09,1000
7,964.75,1000
7,964.99,1000
7,965.04,1000
7,965.02,1000
7,965.03,1000
7,965.02,1000
7,964.97,1000
7,965.02,1000
7,965.20,1000
7,965.27,1000
7,965.02,1000
7,964.70,1000
7,965.02,1000
7,965.04,1000
7,964.87,1000
7,964.56,1000
7,964.73,1000
7,965.06,1000
7,965.11,1000
7,964.95,1000
8,1050.08,1000
8,1049.68,1000
8,1049.66,1000
8,1049.92,1000
8,1052.77,1000
8,1050.03,1000
8,1049.58,1000
8,1049.44,1000
8,1049.27,1000
8,1049.92,1000
8,1049.70,1000
8,1049.25,1000
8,1049.53,1000
8,1049.62,1000
8,1049.58,1000
8,1049.56,1000
8,1049.56,1000
8,1049.48,1000
8,1049.62,1000
9,61.50,100
9,61.49,100
9,61.46,100
9,61.46,100
9,61.46,100
9,61.46,100
9,61.43,100
9,61.45,100
9,61.46,100
9,61.45,100
9,61.45,100
9,61.44,100
9,61.45,100
9,61.45,100
9,61.41,100
9,61.44,100
9,61.41,100
9,61.41,100
9,61.45,100
9,61.40,100
9,61.45,100
9,61.34,100
9,61.36,100
9,61.38,100
9,61.32,100
9,61.35,100
9,61.35,100
9,61.35,100
9,61.35,100
9,61.35,100
9,61.35,100
9,61.35,100
9,61.33,100
9,61.34,100
9,61.32,100
9,61.34,100
9,61.34,100
10,68.54,100
10,68.48,100
10,68.46,100
10,68.46,100
10,68.46,100
10,68.45,100
10,68.45,100
10,68.42,100
10,68.43,100
10,68.41,100
10,68.39,100
10,68.43,100
10,68.42,100
10,68.49,100
10,68.38,100
10,68.41,100
10,68.39,100
10,68.42,100
10,68.36,100
10,68.49,100
10,68.41,100
11,25.74,33
11,25.75,33
11,25.72,33
11,25.74,33
11,25.72,33
11,25.74,33
11,25.73,33
11,25.72,33
11,25.72,33
11,25.72,33
11,25.72,33
11,25.72,33
11,25.74,33
11,25.72,33
11,25.71,33
11,25.72,33
11,25.73,33
12,25.75,33
12,25.76,33
12,25.73,33
12,25.73,33
12,25.75,33
12,25.75,33
12,25.77,33
12,25.73,33
12,25.75,33
12,25.72,33
12,25.74,33
12,25.76,33
12,25.75,33
12,25.75,33
12,25.73,33
12,25.75,33
13,40.09,47
13,40.12,47
13,40.13,47
13,40.11,47
13,40.11,47
13,40.11,47
13,40.11,47
13,40.11,47
13,40.11,47
13,40.13,47
13,40.13,47
13,40.12,47
13,40.12,47
13,40.11,47
13,40.12,47
13,40.11,47
13,40.11,47
13,40.12,47
13,40.12,47
13,40.14,47
13,40.12,47
14,40.46,47
14,40.47,47
14,40.47,47
14,40.46,47
14,40.45,47
14,40.45,47
14,40.45,47
14,40.45,47
14,40.45,47
14,40.46,47
14,40.46,47
14,40.46,47
14,40.44,47
14,40.43,47
14,40.44,47
14,40.44,47
14,40.44,47
14,40.44,47
14,40.46,47
14,40.45,47
14,40.43,47
14,40.43,47
14,40.43,47
14,40.43,47
